Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
hair-body-cleanser,Hair & Body Cleanser,"<p>Shea &#8220;All Naturals&#8221; <strong>Hair &amp; Body Cleanser</strong> is a two-in-one value-added cleanser enriched with Aloe Vera, Shea Butter, and Chamomile for hair and skin care. It is made of a tear-free, non-irritating natural cleansing base. With this natural wash, your baby and toddler will clean healthier and safer.</p>
<p><strong>Purpose:</strong></p>
<p>For washing babies and toddlers’ tender, sensitive skin and hair.</p>
<p><strong>Skin Condition:</strong> Normal, Oily, Dry.</p>
<p><strong>Product Texture: </strong>Gel-like</p>
<p><strong>Aroma:</strong> Unscented for your child&#8217;s delicate skin.</p>
<p><strong>What it does not contain: </strong>No paraben, mineral oil, petrolatum, sulfates, phthalates, dyes, silicone, and gluten.</p>
<p><strong>Direction for Use</strong>: Apply on a sponge, wash the baby or toddler well. Rinse thoroughly.</p>
<p><strong>Ingredients:</strong> Aloe Gel (De-mineralized Water, Xanthan Gum, Aloe), Sodium Cocoamphoacetate, Alkyl Polyglucosides, Cocamidopropyl Betaine, Ethylene Glycol Monostearate, Vegetable Glycerine, Sodium Chloride, Butyrospermum Parkii (Shea Butter), Chamomilla Recutita (Matricaria) Flower Extract (Chamomile), Salix Alba (White Willow) Bark Extract, Potassium Sorbate.</p>
<p><strong>Size</strong>: 8oz/255ml</p>",All Naturals Cosmetics,Babies & Toddlers,Babies & Toddlers,true,Title,Default Title,,,,,,,deny,manual,10.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/babies-amp-toddlers/hair_body_cleanser.png,1,Hair & Body Cleanser,active
hair-body-cleanser,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/hbc.png,2,Hair & Body Cleanser,
combo-8-acne-be-gone,Combo 8-Acne Be Gone,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,35.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_8-1.jpg,1,Combo 8-Acne Be Gone,active
combo-7-healing-oils-soaps,Combo 7- Healing oils & Soaps,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,85.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_7-1.jpg,1,Combo 7- Healing oils & Soaps,active
combo-6-youthful-face-neck,Combo 6-Youthful Face & Neck,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,55.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_6-1.jpg,1,Combo 6-Youthful Face & Neck,active
combo-5-ageless-carecombo-5-ageless-carecombo-pak-5-shea-love,Combo 5-Ageless Care,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,60.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_5-1.jpg,1,Combo 5-Ageless Care,active
combo-3-argan-hair-body,Combo 3-Argan Hair & Body,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,85.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_3a-1.jpg,1,Combo 3-Argan Hair & Body,active
combo-3-argan-hair-body,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/cahb1.jpg,2,Combo 3-Argan Hair & Body,
combo-2-baby-care,Combo 2- Baby Care,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,35.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_3-1.jpg,1,Combo 2- Baby Care,active
combo-1-simply-loving-oils,Combo 1-Simply Loving oils,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,100.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_1-1.jpg,1,Combo 1-Simply Loving oils,active
combo-10-healthy-nails-cuticles,Combo 10-Healthy Nails & Cuticles,,All Naturals Cosmetics,Combo Packages,Combo Packages,true,Title,Default Title,,,,,,,deny,manual,20.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/combo-packages/combo_10-1-1.jpg,1,Combo 10-Healthy Nails & Cuticles,active
organic-argan-almond-olive-oils,Organic Argan/Almond/Olive oils,"<div>
<div>Every home must have- Argan oil, Almond oil and Olive oil.</div>
<div>A beautiful collection of oils for your family’s hair and skin care needs.</div>
<div>Rich in antioxidants, Vitamins A,B, C, D, E, and K; Iron, Calcium, Protein and Essential Fatty Acids including Omega 6; these oils will deliver a soft beautiful skin complexion and ease symptoms of dry skin, psoriasis  and eczema.</div>
<div>These oils will also help nourish your scalp and hair.</div>
<div> All Naturals is proud to present your family with our best.</div>
<div>Save when you purchase these amazing products  that are free of carcinogens.</div>
</div>
<div>
<p>Note: You can use oil as is or add drops to your favourite moisturizer or conditioner.</p>
<p>Size: 100ml/bottle</p>
</div>",All Naturals Cosmetics,Essential Oils & Fragrances,Essential Oils & Fragrances,true,Title,Default Title,,,,,,,deny,manual,75.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/organic_argan_almond_olive-oils.jpg,1,Organic Argan/Almond/Olive oils,active
shea-butter-massage-oil,Shea Butter Massage Oil,"<p>Shea &#8220;All Naturals&#8221; <strong>Shea Butter Massage Oil</strong> has an incredibly smooth glide, is not greasy, and readily absorbs into the skin. Getting your partner or therapist to massage you with our minted massage oil will provide you with comfort from aching and sore muscles. It washes out easily and will not stain your clothing.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>For body moisturizing and massaging;</li>
<li>Provides relief against aching, sore muscles and feet;</li>
<li>Reduces discomfort from symptoms of eczema and psoriasis.</li>
</ol>
<p><strong>The Direction of Use</strong>: Apply and rub into the body as often as desired or needed.</p>
<p><strong>Note:</strong> Avoid contact with eyes.</p>
<p><strong>Ingredients</strong>: Carthamus Tinctorius, Capric/Caprylic Triglycerides Oil, Simmondsia Chinensis Seed Oil, Olea Europaea Oil, Butyrospermum Parkii, Citrus Grandis (Grapefruit) Seed Oil, Tocopherol Acetate,(Vitamin E), Mentha Piperita oil</p>
<p><strong>Size</strong>: 8oz/255ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-butter-massage-body-oil/"">click here</a></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbmo1.jpg,1,Shea Butter Massage Oil,active
shea-butter-massage-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbmo2.jpg,2,Shea Butter Massage Oil,
shea-butter-massage-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbmo5.jpg,3,Shea Butter Massage Oil,
shea-butter-massage-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbmo4.jpg,4,Shea Butter Massage Oil,
shea-butter-massage-oil,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbmo3.jpg,5,Shea Butter Massage Oil,
shea-butter-moisturizer-2,Shea Butter Moisturizer,"<p>Shea &#8220;All Naturals&#8221; Shea Butter Moisturizer has been helping Canadian families since 2002. It is rich in Organic Shea Butter, Cocoa Butter and as such loaded naturally with essential vitamins and fatty acids to improve skin condition from dry, patchy, flaky to well moistured, healthy skin! Many users of our Shea Butter Moisturizer testified to improved skin conditions. Why not try it for yourself?</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Deeply softens and replenishes lost moisture;</li>
<li>Relieves dry, itchy, patchy skin conditions without leaving film, greasiness, or residue;</li>
<li>Reduces the appearance of patchy, uneven skin conditions.</li>
</ol>
<p>The product is safe for use by the whole family including men and babies.</p>
<p><strong>Skin Conditions:</strong> Normal, Dry, Oily, extremely dry, scaly, flaky, chapped, eczema, symptoms of psoriasis</p>
<p><strong>Texture: </strong>Creamy</p>
<p><strong>Aroma: Floral Knowing</strong></p>
<p><strong>What it does not contain:</strong> Parabens, Hexanes, harmful preservatives, silicone</p>
<p><strong><br />
The Direction of Use</strong>: Wash with Shea Butter Body Wash or another cleanser of your preference. Rinse well and pat dry. Rub Shea Butter Moisturizer into the skin. It can be used day or night times, in all seasons or weather conditions.</p>
<p><strong>Ingredients</strong>:  Aqua(De-ionized Water),<span lang=""EN""> Butyrospermum Parkii (Shea) Butter, Theobroma Cocao (Cocoa) Butter, Vegetable Glycerine, Emulsifying wax NF, Stearate Acid, Cetyl Alcohol, Aqua (and) Sodium Benzoate (and) Potassium Sorbate, Aroma.</span><br />
<strong><br />
Size</strong>: 12oz/355ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-butter-moisturizer/"">click here</a></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care, Men",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sbm4.jpg,1,Shea Butter Moisturizer,active
shea-butter-moisturizer-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbm1.jpg,2,Shea Butter Moisturizer,
shea-butter-moisturizer-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbm3.jpg,3,Shea Butter Moisturizer,
shea-butter-moisturizer-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sbm2.jpg,4,Shea Butter Moisturizer,
shea-butter-with-olive-oil-2,Shea Butter with Olive Oil,"<p>Our Shea Butter with Olive Oil has 4 amazing ingredients- <strong>Shea Butter, Olive Oil, Aloe Vera, and Lemongrass</strong> and each ingredient has its unique purpose! Olive Oil to combat excessive dry skin, Lemongrass to repel mosquitoes especially during those summer months, Aloe Vera to provide softening properties to those very hard callouses, and the Shea Butter with its vitamins and essential fatty acids, to replenish, revive and renew your skin. This product will soothe, moisturize, protect and safeguard your skin against environmental elements.  Our Shea Butter is ethically sourced and sustainably produced, and designed to support most skin needs.</p>
<p><strong> Purpose:</strong> For hair, scalp, and skin moisturizing</p>
<p><strong>Skin Conditions:</strong> Normal, dry, oily</p>
<p><strong>Aroma:</strong> Lemongrass essential oil</p>
<p><strong>Product Texture:</strong> Buttery</p>
<p><strong>What it does not contain:</strong> Parabens, solvents, harmful preservatives, mineral oil, paraffin, petrolatum, silicones, and fillers.</p>
<p><strong>The Direction of Use</strong>: After hand or body washing, rub between the palms and apply on the skin. This product can be used day and night time.<br />
<strong><br />
Ingredients</strong>: 100% unrefined, unbleached, Organic Shea Butter, Olive oil, Lemongrass, and Aloe Vera. The color of this product may vary from creamy ivory to light yellow due to the time of harvest.</p>
<p><strong>Size</strong>: 4oz/125ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/shea-butter-with-olive-oil/"">go here</a></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care, Men",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/sboo1.jpg,1,Shea Butter with Olive Oil,active
shea-butter-with-olive-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sboo2.jpg,2,Shea Butter with Olive Oil,
shea-butter-with-olive-oil-2,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/sboo3.jpg,3,Shea Butter with Olive Oil,
whole-shea-butter,Whole Shea Butter,"<p>Our Whole Shea Butter is the same as our <a href=""https://www.allnaturalskincare.ca/shop/body-care/100-pure-shea-butter-unrefined-unbleached/"">100% Pure Shea Butter</a> but with improved packaging. This butter is native to West Africa and has been proven to:</p>
<ol>
<li>Alleviate chapping, cracking, itching, redness, rashes, and dryness;</li>
<li>Protect against the potential abuse/stress from harsh weather conditions;</li>
<li>Soften, dry, scaly skin;</li>
<li>Moisturize and improve skin elasticity;</li>
<li>Prevent the development of pregnancy-induced stretch-marks and scars;</li>
<li>Reduce the symptoms of Psoriasis, eczema.</li>
</ol>
<p><strong>Warning</strong>: Shea Butter is planted nut butter. If allergy is feared, seek your doctor’s opinion and do a patch test before using it all over the body.</p>
<p><strong>The Direction for Use</strong>: Wash the face/body with our moisturizing Shea butter Face/Body Wash. Rinse well and pat dry. Follow with the Whole Shea Butter. Could be used on the face and whole body.</p>
<p><strong>Ingredients</strong>: Organic Shea Butter<br />
<strong><br />
Size</strong>: 4oz/125ml</p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/wsb.jpg,1,Whole Shea Butter,active
cocoa-shea-butter,Cocoa-Shea Butter,"<p>Kiss ashy, dry, flaky, and thirsty skin goodbye and welcome a smooth, hydrated complexion with our 100% Cocoa-Shea Butter.  Daily use will bring your skin lasting wellness and suppleness,<strong> visibly improving your skin&#8217;s elasticity and reducing the appearance of stretch marks</strong>. Rub daily all over the body before, during, and after pregnancy to prevent pregnancy-related stretch marks. Product is also recommended for stretch marks associated with weight fluctuations and for general family use.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>For a blemish-free, succulent, glowing complexion;</li>
<li>To reduce the appearance of stretch marks, blemishes, scars, and other unsightly marks;</li>
<li>To support graceful aging by reducing the appearance of lines and wrinkles;</li>
<li>Prevention of stretch marks;</li>
<li>For all-year-round skincare.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, extremely dry, scaly, flaky, chapped, eczema, and symptoms of psoriasis.</p>
<p><strong>Product Texture: </strong>Soft buttery</p>
<p><strong>Aroma:</strong> Cocoa Butter</p>
<p><strong>What it does not contain:</strong> No solvent for extraction, preservatives, mineral oil, paraffin, petrolatum.</p>
<p><strong>Direction for Use</strong>: After hand or body washing, rub between the palms and apply on the skin. This product can be used day or night and during all seasons and weather. It is definitely a must in the Fall and Winter Seasons as it shields the skin from the harsh cold weather while depositing essential nutrients including Calcium, Protein, Iron, vitamins A, B, C, D, E, and K into the skin.  It is very light and easy to apply.<strong> </strong></p>
<p><strong>Ingredients:</strong> Organic Shea Butter, Organic Cocoa Butter, Olive oil, Safflower oil, Sweet Almond oil, Grapefruit Seed Oil, Cocoa-butter aroma.</p>
<p>The color of this product may vary slightly from batch to batch due to the time of harvest of Shea Butter.</p>
<p><strong>Size</strong>: 8oz/255ml</p>
<p>For bulk purchase, <a href=""https://allnaturalscosmetics.com/product/cocoa-shea-butter-2/"">go here</a></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care, Men",true,Title,Default Title,,,,,,,deny,manual,20.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/csb1.jpg,1,Cocoa-Shea Butter,active
cocoa-shea-butter,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/csb4.jpg,2,Cocoa-Shea Butter,
cocoa-shea-butter,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/csb3.jpg,3,Cocoa-Shea Butter,
cocoa-shea-butter,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/csb2.jpg,4,Cocoa-Shea Butter,
cocoa-shea-butter,,,,,,,,,,,,,,,,,,,,,https://allnaturalscosmetics.com/wp-content/uploads/csbredone.png,5,Cocoa-Shea Butter,
argan-oil-body-butter,Argan oil Body Butter,"<p>Shea &#8220;All Naturals&#8221; Argan Oil Body Butter is made with 100% organic Argan oil native to Morocco, North Africa which is rich in essential fatty acids, phenols, phenolic acids, and squalene. With Cocoa Butter, Shea Butter, Castor Oil, and other nourishing ingredients added, our Argan Oil Body Butter boasts of Vitamins, Iron, Calcium, and Protein &amp; Oleic properties to deeply moisturize,  nourish, and rejuvenate the skin.</p>
<p><strong>Purpose:</strong></p>
<ol>
<li>Revives, moisturizes, and soothes dry, itchy, rough skin (including feet);</li>
<li>Penetrates quickly to lock in moisture and combat irritated skin;</li>
<li>Improves skin elasticity to ensure a more youthful appearance;</li>
<li>A great remedy for cold-weather skincare;</li>
<li>Supports itching, and blemished skin conditions.</li>
</ol>
<p><strong>Skin Conditions:</strong> Normal, extremely dry, scaly, flaky, chapped, eczema, and symptoms of psoriasis.</p>
<p><strong>Product Texture: </strong>Soft buttery</p>
<p><strong>Aroma:</strong> Butterscotch</p>
<p><strong>What it does not contain:</strong> No solvent for extraction, preservatives, mineral oil, paraffin, petrolatum.</p>
<p><strong>The Direction for Use: </strong>Apply Argan Oil Body Butter to skin after bath or shower. Use also before and after swimming to keep skin supple and well-moistured.</p>
<p><strong>Ingredients: Aqua,</strong> Argania Spinosa (Argan) Oil, Theobroma Cacao (Cocoa) Seed Butter, Butyrospermum Parkii (Shea Butter), Vegetable Glycerin, Cetyl Alcohol (Coconut derived),  Glyceryl Mono Stearate, Essential Oil (Butterscotch)</p>
<p><strong>Size</strong>: 8oz/250ml</p>
<p>Purchase bulk, <a href=""https://allnaturalscosmetics.com/product/100-organic-argan-oil/"">click here</a></p>",All Naturals Cosmetics,Butters & Moisturizers,"Butters & Moisturizers, Family Body Care",true,Title,Default Title,,,,,,,deny,manual,15.00,,true,true,https://allnaturalscosmetics.com/wp-content/uploads/aobb1.jpg,1,Argan oil Body Butter,active
